Year,Class,Affiliations,Abstract,Keywords,Funding,Title,llm_ml_classify
2024.0,diagnosis,Universidad de La Sabana; Universidad de La Sabana,"Introduction: This study aims to develop a neural network (NN) that can serve as a useful tool for early diagnosis of complicated malaria. Materials and methods: In this study, a feedforward NN was developed, incorporating 10 clinical variables in the input nodes, hidden layer, and output node. The data were included in the input layer. Various validation techniques such as V-cross, Random V-cross, Modified Holdout, and Proportional Percentage Sample were applied to train and validate the network using data from 412 patients. Results: The variables included in the analysis were mean arterial pressure, hemoglobin, leukocyte count, platelet count, total bilirubin, presence of dyspnea, vomiting, previous history of malaria, prior use of malaria medication, and persistent fever. The V-cross technique, Random V-cross Validation, Modified Holdout Validation, and Proportional Percentage Sample Validation were utilized to evaluate the performance of a NN in diagnosing malaria. Sensitivity values varied from 13% to 47%, with positive predictive value values ranging from 37% to 88%. Specificity remained consistently high, ranging from 79% to 90%. Discussion: Sensitivity, specificity, and positive predictive values varied across techniques: V-cross and random V-cross validation showed narrower sensitivity ranges with strong specificities, while modified holdout validation exhibited wider sensitivity variability.",RAPID DIAGNOSTIC-TEST,Universidad de La Sabana [MED-237-2018],Application of artificial intelligence in the Prediction of Complications in patients with Malaria,YES
2024.0,treatment monitoring,Taif University,"Rabies remains a significant public health challenge, particularly in areas with substantial dog populations, necessitating a deeper understanding of its transmission dynamics for effective control strategies. This study addressed the complexity of rabies spread by integrating two critical delay effects-vaccination efficacy and incubation duration-into a delay differential equations model, capturing more realistic infection patterns between dogs and humans. To explore the multifaceted drivers of transmission, we applied a novel framework using piecewise derivatives that incorporated singular and non-singular kernels, allowing for nuanced insights into crossover dynamics. The existence and uniqueness of solutions was demonstrated using fixed-point theory within the context of piecewise derivatives and integrals. We employed a piecewise numerical scheme grounded in Newton interpolation polynomials to approximate solutions tailored to handle singular and nonsingular kernels. Additionally, we leveraged artificial neural networks to split the dataset into training, testing, and validation sets, conducting an in-depth analysis across these subsets. This approach aimed to expand our understanding of rabies transmission, illustrating the potential of advanced mathematical tools and machine learning in epidemiological modeling.",TRANSMISSION,"Taif University, Saudi Arabia [TU-DSPP-2024-259]",Artificial neural networks for stability analysis and simulation of delayed rabies spread models,YES
2024.0,diagnosis,Mayo Clinic,"Objectives Recent work has demonstrated that automated fluorescence flow cytometry (FLC) is a potential alternative for the detection and quantification of Plasmodium parasites. The objective of this study was to apply this novel FLC method to detect and quantify Babesia parasites in venous blood and compare results to light microscopy and polymerase chain reaction methods.Methods An automated hematology/malaria analyzer (XN-31; Sysmex) was used to detect and quantify B microti-infected red blood cells from residual venous blood samples (n = 250: Babesia positive, n = 170; Babesia negative, n = 80). As no instrument software currently exists for Babesia, qualitative and quantitative machine learning (ML) algorithms were developed to facilitate analysis.Results Performance of the ML models was verified against the XN-31 software using P falciparum-infected samples. When applied to Babesia-infected samples, the qualitative ML model demonstrated an area under the curve (AUC) of 0.956 (sensitivity, 95.9%; specificity, 83.3%) relative to polymerase chain reaction. For valid scattergrams, the qualitive model achieved an AUC of 1.0 (sensitivity and specificity, 100%), while the quantitative model demonstrated an AUC of 0.986 (sensitivity, 94.4%; specificity, 100%).Conclusions This investigation demonstrates that Babesia parasites can be detected and quantified directly from venous blood using FLC. Although promising, opportunities remain to improve the general applicability of the method.",PLASMODIUM-FALCIPARUM GROWTH; CLINICAL-PRACTICE; THERAPEUTIC APHERESIS; WRITING COMMITTEE; AMERICAN SOCIETY; MALARIA; DIAGNOSIS; GUIDELINES; ERYTHROCYTES; ORANGE,Sysmex,Detection and quantification of Babesia species intraerythrocytic parasites by flow cytometry,YES
2024.0,drug discovery,University of Salamanca; University of Salamanca,"Background: Schistosomiasis impacts over 230 million people globally, with 251.4 million needing treatment. The disease causes intestinal and urinary symptoms, such as hepatic fibrosis, hepatomegaly, splenomegaly, and bladder calcifications. While praziquantel (PZQ) is the primary treatment, its effectiveness against juvenile stages (schistosomula) is limited, highlighting the need for new therapeutic agents, repurposed drugs, or reformulated compounds. Existing microscopy methods for assessing schistosomula viability are labor-intensive, subjective, and time-consuming. Methods: An artificial intelligence (AI)-assisted culture system using YOLOv5 was developed to evaluate compounds against Schistosoma mansoni schistosomula. The AI model, based on object detection, was trained on 4390 images distinguishing between healthy and damaged schistosomula. The system was externally validated against human counters, and a small-scale assay was performed to demonstrate its potential for larger-scale assays in the future. Results: The AI model exhibited high accuracy, achieving a mean average precision (mAP) of 0.966 (96.6%) and effectively differentiating between healthy and damaged schistosomula. External validation demonstrated significantly improved accuracy and counting time compared to human counters. A small-scale assay was conducted to validate the system, identifying 28 potential compounds with schistosomicidal activity against schistosomula in vitro and providing their preliminary LC50 values. Conclusions: This AI-powered method significantly improves accuracy and time efficiency compared to traditional microscopy. It enables the evaluation of compounds for potential schistosomiasis drugs without the need for dyes or specialized equipment, facilitating more efficient drug assessment.",DISCOVERY; DIAGNOSIS,"Doctoral Fellowship Program of Junta de Castilla y Leon; Fondo Social Europeo [ORDEN EDU/1868/2022, ORDEN EDU/875/2021, ORDEN EDU/601/2020]; Ministerio de Ciencia, Innovacion y Universidades (MCIN) funds [FPU22/04097]; Instituto de Salud Carlos III [PI22/01721]; MCIN/AEI; European Union [PID2022-136462NB-I00, PID2021-127471OB-I00]",Development and Application of an In Vitro Drug Screening Assay for Schistosoma mansoni Schistosomula Using YOLOv5,YES
2024.0,diagnosis,Universidad de la Costa,"Dengue, Zika, and chikungunya viruses pose a serious threat globally and circulate widely in America. These diseases share similar symptoms in their early stages, which can make early diagnosis difficult. In this study, two predictive models based on Decision Trees and Random Forests were developed to classify dengue, Zika, and chikungunya, with the aim of being supportive and easily interpretable for the medical community. To achieve this, a dataset was collected from a clinic in Sincelejo, Colombia, including the signs, symptoms, and laboratory results of these diseases. The Pan American Health Organization (PAHO) Diagnostic Guide 2022 methodology for the differential classification of dengue and chikungunya was applied by assigning evaluative weights to symptoms in the dataset. In addition, a bootstrapping resampling technique based on the central limit theorem was used to balance the target variable, and cross-validation was used to train the models. The main results were obtained with the Random Forest technique, achieving an accuracy of 99.7% for classifying chikungunya, 99.1% for dengue, and 98.8% for Zika. This study represents a significant advance in the differential prediction of these diseases through the use of automatic learning techniques and the integration of clinical and laboratory information.",BOOTSTRAP; SMOTE,University of Cordoba [FI-05-19],"Differential Classification of Dengue, Zika, and Chikungunya Using Machine Learning-Random Forest and Decision Tree Techniques",YES
2024.0,diagnosis,Nova Southeastern University; Nova Southeastern University; Nova Southeastern University,"Introduction Malaria is a major public health concern, especially in developing countries. Malaria often presents with recurrent fever, malaise, and other nonspecific symptoms mistaken for influenza. Light microscopy of peripheral blood smears is considered the gold standard diagnostic test for malaria. Delays in malaria diagnosis can increase morbidity and mortality. Microscopy can be time-consuming and limited by skilled labor, infrastructure, and interobserver variability. Artificial intelligence (AI) -based tools for diagnostic screening can automate blood smear analysis without relying on a trained technician. Convolutional neural networks (CNN), deep learning neural networks that can identify visual patterns, are being explored for use in abnormality detection in medical images. A parameter that can be optimized in CNN models is the batch size or the number of images used during model training at once in one forward and backward pass. The choice of batch size in developing CNN -based malaria screening tools can affect model accuracy, training speed, and, ultimately, clinical usability. This study explores the impact of batch size on CNN model accuracy for malaria detection from thin blood smear images. Methods We used the publicly available NIH-NLM-ThinBloodSmearsPf dataset from the United States National Library of Medicine, consisting of blood smear images for Plasmodium falciparum. The collection consists of 13,779 parasitized and 13,779 uninfected single -cell images. We created four datasets containing all images, each with unique randomized subsets of images for model testing. Using Python, four identical 10layer CNN models were developed and trained with varying batch sizes for 10 epochs against all datasets, resulting in 16 sets of outputs. Model prediction accuracy, training time, and F1 -score, an accuracy metric used to quantify model performance, were collected. Results All models produced F1 -scores of 94%-96%, with 10 of 16 instances producing F1 -scores of 95%. After averaging all four dataset outputs by batch size, we observed that, as batch size increased from 16 to 128, the average combined false positives plus false negatives increased by 15.4% (130-150), and the average model F1 -score accuracy decreased by 1% (95.3%-94.3%). The average training time also decreased by 28.11% (1,556-1,119 seconds). Conclusion In each dataset, we observe an approximately 1% decrease in F1 -score as the batch size was increased. Clinically, a 1% deviation at the population level can create a relatively significant impact on outcomes. Results from this study suggest that smaller batch sizes could improve accuracy in models with similar layer complexity and datasets, potentially resulting in better clinical outcomes. Reduced memory requirement for training also means that model training can be achieved with more economical hardware. Our findings suggest that smaller batch sizes could be evaluated for improvements in accuracy to help develop an AI model that could screen thin blood smears for malaria.",DIAGNOSIS,,Exploring the Impact of Batch Size on Deep Learning Artificial Intelligence Models for Malaria Detection,YES
2024.0,prognosis,Ehime University; Ehime University; De La Salle University,"Background Spatiotemporal dengue forecasting using machine learning (ML) can contribute to the development of prevention and control strategies for impending dengue outbreaks. However, training data for dengue incidence may be inflated with frequent zero values because of the rarity of cases, which lowers the prediction accuracy. This study aimed to understand the influence of spatiotemporal resolutions of data on the accuracy of dengue incidence prediction using ML models, to understand how the influence of spatiotemporal resolution differs between quantitative and qualitative predictions of dengue incidence, and to improve the accuracy of dengue incidence prediction with zero-inflated data.Methodology We predicted dengue incidence at six spatiotemporal resolutions and compared their prediction accuracy. Six ML algorithms were compared: generalized additive models, random forests, conditional inference forest, artificial neural networks, support vector machines and regression, and extreme gradient boosting. Data from 2009 to 2012 were used for training, and data from 2013 were used for model validation with quantitative and qualitative dengue variables. To address the inaccuracy in the quantitative prediction of dengue incidence due to zero-inflated data at fine spatiotemporal scales, we developed a hybrid approach in which the second-stage quantitative prediction is performed only when/where the first-stage qualitative model predicts the occurrence of dengue cases.Principal findings At higher resolutions, the dengue incidence data were zero-inflated, which was insufficient for quantitative pattern extraction of relationships between dengue incidence and environmental variables by ML. Qualitative models, used as binary variables, eased the effect of data distribution. Our novel hybrid approach of combining qualitative and quantitative predictions demonstrated high potential for predicting zero-inflated or rare phenomena, such as dengue.Significance Our research contributes valuable insights to the field of spatiotemporal dengue prediction and provides an alternative solution to enhance prediction accuracy in zero-inflated data where hurdle or zero-inflated models cannot be applied. In our study, we tackled the complex challenge of predicting dengue fever outbreaks, a crucial task in the field of epidemiology. Dengue prediction is complicated because it relies on the quality of data, which may be affected by the temporal and spatial resolution. We explored different machine learning algorithms across various spatial (village, city and region) and temporal resolutions (weekly and monthly). A key hurdle we encountered was the high frequency of zero values in reported dengue cases, a common issue known as zero-inflated data. This phenomenon makes accurate predictions difficult, especially at finer resolutions. To overcome this obstacle, we first made qualitative predictions about the presence or absence of dengue cases. Then, in scenarios indicating disease presence, we estimated the magnitude of cases quantitatively. This innovative method we designated as hybrid approach and significantly enhanced prediction accuracy in zero-inflated data. This approach can be applied to continuous data where zero-inflated or hurdle models cannot be applied. Our findings have broader implications beyond dengue prediction, shedding light on the challenges of dealing with zero-inflated data in various real-world situations. By improving our understanding of these complexities, our research contributes valuable insights that not only benefit scientists working in epidemiology but also have practical applications in public health strategies ensuring more effective and targeted interventions.",SPATIAL-RESOLUTION; REGRESSION,Japan Society for the Promotion of Science (JSPS) [19KK0107]; JSPS [19H01144]; Endowed Chair Program of the Sumitomo Electric Industries Group Corporate Social Responsibility Foundation,Hybrid Machine Learning Approach to Zero-Inflated Data Improves Accuracy of Dengue Prediction,YES
2024.0,diagnosis,,"Smart technology coupled with digital sensors and deep learning networks have emerging scopes in various fields, including surveillance of mosquitoes. Several studies have been conducted to examine the efficacy of such technologies in the differential identification of mosquitoes with high accuracy. Some smart trap uses computer vision technology and deep learning networks to identify live Aedes aegypti and Culex quinquefasciatus in real time. Implementing such tools integrated with a reliable capture mechanism can be beneficial in identifying live mosquitoes without destroying their morphological features. Such smart traps can correctly differentiates between Cx. quinquefasciatus and Ae. aegypti mosquitoes, and may also help control mosquito-borne diseases and predict their possible outbreak. Smart devices embedded with YOLO V4 Deep Neural Network algorithm has been designed with a differential drive mechanism and a mosquito trapping module to attract mosquitoes in the environment. The use of acoustic and optical sensors in combination with machine learning techniques have escalated the automatic classification of mosquitoes based on their flight characteristics, including wing-beat frequency. Thus, such Artificial Intelligence-based tools have promising scopes for surveillance of mosquitoes to control vector-borne diseases. However working efficiency of such technologies requires further evaluation for implementation on a global scale.",WEST-NILE-VIRUS; VECTOR CONTROL; AEDES; CLASSIFICATION; TRANSMISSION; OUTBREAK; ZIKA; NANOPARTICLES; EPIDEMIOLOGY; INSECTICIDE,"Department of Higher Education, Government of West Bengal, India [WBP211651743312]","Smart technology for mosquito control: Recent developments, challenges, and future prospects",YES
2024.0,diagnosis,National University of Sciences & Technology - Pakistan; University of Eastern Finland,"Background: There is a dire need for the establishment of active dengue surveillance to continuously detect cases, circulating serotypes, and determine the disease burden of dengue fever (DF) in the country and region. Predicting dengue PCR results using machine learning (ML) models represents a significant advancement in pre-emptive healthcare measures. This study outlines the comprehensive process of data preprocessing, model selection, and the underlying mechanisms of each algorithm employed to accurately predict dengue PCR outcomes.Methods: We analyzed data from 300 suspected dengue patients in Islamabad and Rawalpindi, Pakistan, from August to October 2023. NS1 antigen ELISA, IgM and IgG antibody tests, and serotype-specific real-time polymerase chain reaction (RT-PCR) were used to detect the dengue virus (DENV). Representative PCR-positive samples were sequenced by Sanger sequencing to confirm the circulation of various dengue serotypes. Demographic information, serological test results, and hematological parameters were used as inputs to the ML models, with the dengue PCR result serving as the output to be predicted. The models used were logistic regression, XGBoost, LightGBM, random forest, support vector machine (SVM), and CatBoost.Results: Of the 300 patients, 184 (61.33%) were PCR positive. Among the total positive cases detected by PCR, 9 (4.89%), 171 (92.93%), and 4 (2.17%) were infected with serotypes 1, 2, and 3, respectively. A total of 147 (79.89%) males and 37 (20.11%) females were infected, with a mean age of 33 +/- 16 years. In addition, the mean platelet and leukocyte counts and the hematocrit percentages were 75,447%, 4189.02%, and 46.05%, respectively. The SVM was the best-performing ML model for predicting RT-PCR results, with 71.4% accuracy, 97.4% recall, and 71.6% precision. Hyperparameter tuning improved the recall to 100%.Conclusion: Our study documents three circulating serotypes in the capital territory of Pakistan and highlights that the SVM outperformed other models, potentially serving as a valuable tool in clinical settings to aid in the rapid diagnosis of DF.",,,Support Vector Machine Outperforms Other Machine Learning Models in Early Diagnosis of Dengue Using Routine Clinical Data,YES
2024.0,treatment monitoring,Universidade Federal do Espirito Santo; Hospital Israelita Albert Einstein; Tulane University,"Missed and delayed diagnoses of Hansen's disease (HD) are making the battle against it even more complex, increasing its transmission and significantly impacting those affected and their families. This strains public health systems and raises the risk of lifelong impairments and disabilities. Worryingly, the three countries most affected by HD witnessed a growth in new cases in 2022, jeopardizing the World Health Organization's targets to interrupt transmission. Artificial intelligence (AI) can help address these challenges by offering the potential for rapid case detection, customized treatment, and solutions for accessibility challenges-especially in regions with a shortage of trained healthcare professionals. This perspective article explores how AI can significantly impact the clinical management of HD, focusing on therapeutic strategies. AI can help classify cases, ensure multidrug therapy compliance, monitor geographical treatment coverage, and detect adverse drug reactions and antimicrobial resistance. In addition, AI can assist in the early detection of nerve damage, which aids in disability prevention and planning rehabilitation. Incorporating AI into mental health counseling is also a promising contribution to combating the stigma associated with HD. By revolutionizing therapeutic approaches, AI offers a holistic solution to reduce the burden of HD and improve patient outcomes.",HEALTH,"Program of Support for the Institutional Development of the Unified Health System (PROADI-SUS) [NUP: 25000.161106/2020-61, 01/2020]; Hospital Israelita Albert Einstein",The potential role of artificial intelligence in the clinical management of Hansen's disease (leprosy),NO
2024.0,diagnosis,Koneru Lakshmaiah Education Foundation (K L Deemed to be University),"Malaria, a mosquito-borne blood infection, is caused by the Plasmodium genus. The traditional diagnostic approach relies on the manual examination of stained blood cells under a microscope. However, this labour-intensive and time-consuming process can be significantly improved with machine learning techniques to analyze microscopic images of blood smears for parasite detection. This paper reviews the various methodologies previously employed, focusing on the different strategies used for imaging. A comprehensive summary is provided, detailing the work conducted on both thin and thick blood smear images. Emerging developments in deep learning, coupled with contemporary mobile technologies, are also highlighted as potential future tools for malaria diagnosis. The paper further explores recent advancements in machine learning techniques for malaria detection and identification in images, emphasizing challenges associated with image processing. In addition, a detailed comparison is made between various machine learning approaches to provide a comprehensive overview. The application of these advanced machine learning and deep learning techniques holds the potential to revolutionize the process of malaria detection and control.",DIAGNOSIS; CLASSIFICATION; SEGMENTATION; PLATFORM,,Utilizing Image Analysis with Machine Learning and Deep Learning to Identify Malaria Parasites in Conventional Microscopic Blood Smear Images,NO
2024.0,diagnosis,SRM Institute of Science & Technology Chennai; Singapore Institute of Technology,"The highly contagious malaria disease is spread by the female Anopheles mosquito. This disease results in a patient's death or incapacity to move their muscles, if it is not appropriately identified in the early stages. A Rapid Diagnostic Test (RDT) is a frequently used approach to find malaria cells in red blood cells. However, it might not be able to identify infections with small amounts of samples. In the microscopic detection model, blood stains are placed under a microscope for diagnosing malaria. But accurate diagnosis is hard in this method, particularly in developing nations where the disease is most common. The microscopic detection processes are expensive and time-consuming due to the usage of microscopes. The quality of the blood smears and the availability of a qualified specialist, who is skilled in recognizing the disease, impact the accuracy of malaria detection results. The traditional deep learning-based malaria identification models need more processing power. Therefore, a deep learning-based adaptive method is designed to detect malaria cells through the medical image. Hence, the images are gathered from the standard sites and then fed to the segmentation process. Here, the abnormality segmentation is carried out with the help of a developed Trans-MobileUNet + + (T-MUnet + +) network. Trans-MobileUNet + + captures global context, so it is well-suited for segmentation tasks. The segmented image is applied to the adaptive detection phase where the Adaptive and Atrous Convolution-based Recurrent MobilenetV2 (AA-CRMV2) model is designed for the effective recognition of malaria cells. The efficiency of the designed approach is elevated by optimizing the parameters from the AA-CRMV2 network with the help of the Updated Random Parameter-based Fennec Fox Optimization (URP-FFO) algorithm. Several experimental analyses are evaluated in the implemented model over classical techniques to display their effectualness rate.",,,A Robust Malaria Cell Detection Framework Using Adaptive and Atrous Convolution-Based Recurrent Mobilenetv2 with Trans-MobileUNet plus plus -Based Abnormality Segmentation,YES
