Year,Title,DOI,DOI_Link,Authors
2022,Recurrent Neural Networks for Feature Extraction from Dengue Fever,10.1155/2022/5669580,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132529831&doi=10.1155%2f2022%2f5669580&partnerID=40&md5=3543685f78cb7a11df6b95b233a9812c,"Daniel, Jackson (36701153600); Irin Sherly, S. (57758931300); Ponnuramu, Veeralakshmi (57722801100); Pratap Singh, Devesh (55639324300); Netra, S.N. (57758746400); Alonazi, Wadi B. (57189445335); Almutairi, Khalid M.A. (56190589300); Priyan, K.S.A. (57758644200); Abera, Yared (57758837600)"
2022,"Spatiotemporal forecasting for dengue, chikungunya fever and Zika using machine learning and artificial expert committees based on meta-heuristics",10.1007/s42600-022-00202-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124766526&doi=10.1007%2fs42600-022-00202-6&partnerID=40&md5=d1feca4e40237e9b97e2da5f1e5c409f,"da Silva, Cecilia Cordeiro (56740007700); de Lima, Clarisse Lins (57220180472); da Silva, Ana Clara Gomes (57220187896); Moreno, Giselle Machado Magalhães (57224180971); Musah, Anwar (57210998260); Aldosery, Aisha (57250106700); Dutra, Livia (56031940600); Ambrizzi, Tercio (6602469258); Borges, Iuri V. G. (57249105400); Tunali, Merve (57217782116); Basibuyuk, Selma (57249542300); Yenigün, Orhan (6701812910); Massoni, Tiago Lima (8327557600); Jones, Kate (7404728090); Campos, Luiza (14043273200); Kostkova, Patty (6506790018); da Silva Filho, Abel Guilhermino (23490645400); dos Santos, Wellington Pinheiro (57193746428)"
2022,Using first-contact serum ferritin to predict severe thrombocytopenia in dengue patients: determination and validation in independent cohorts,10.1080/23744235.2022.2032823,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124073562&doi=10.1080%2f23744235.2022.2032823&partnerID=40&md5=b1fe6e72eeadaa178131fb6c8a52f874,"Lodha, Abhijit (57219390190); Pillai, Ashwin (57223132691); Reddy, Pavan (57440929900); Munshi, Nita (7005171569)"
2022,Construction of Feedforward Multilayer Perceptron Model for Diagnosing Leishmaniasis Using Transcriptome Datasets and Cognitive Computing,10.1007/978-981-16-5993-5_1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158963572&doi=10.1007%2f978-981-16-5993-5_1&partnerID=40&md5=593d7d09cebd232e1c4a959de82acb2c,"Sundaramahalingam, M.A. (57220597903); Kabra, Ritika (57188670819); Singh, Shailza (9737402100)"
2022,Approximate Entropy and Densely Connected Neural Network in the Early Diagnostic of Patients with Chagas Disease,10.22489/CinC.2022.313,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152942331&doi=10.22489%2fCinC.2022.313&partnerID=40&md5=f5b475f93b75294c9918e35f4d82aecc,"Rodriguez, Maria Fernanda (58189068000); Ravelo-Garcia, Antonio (9634135600); Alvarez, Esteban (7203082633); Diaz, Luz Alexandra (58147880900); Cornejo, Diego Rodrigo (57222005271); Cabrera-Caso, Victor (58189751900); Condori-Merma, Dante (57207622703); Cornejo, Miguel Vizcardo (6503955900)"
2022,Deep Learning and Permutation Entropy in the Stratification of Patients with Chagas Disease,10.22489/CinC.2022.311,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152914334&doi=10.22489%2fCinC.2022.311&partnerID=40&md5=27ae40e62d98986abf3835b17d922ba5,"Cornejo, Diego Rodrigo (57222005271); Ravelo-Garcia, Antonio (9634135600); Alvarez, Esteban (7203082633); Rodriguez, Maria Fernanda (58189068000); Diaz, Luz Alexandra (58147880900); Cabrera-Caso, Victor (58189751900); Condori-Merma, Dante (57207622703); Cornejo, Miguel Vizcardo (6503955900)"
2022,Dengue Fever Prediction using Machine Learning Analytics,10.1109/COM-IT-CON54601.2022.9850923,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137486986&doi=10.1109%2fCOM-IT-CON54601.2022.9850923&partnerID=40&md5=09185014e98c9a56434512a8ed1a8771,"Rana, Sandeep Kumar (57879052000); Boruah, Arpita Nath (57699909100); Biswas, Saroj Kr. (56270718900); Chakraborty, Manomita (57190687202); Purkayastha, Biswajit (8245188400)"
2022,Dengue Fever: From Extreme Climates to Outbreak Prediction,10.1109/ICDM54844.2022.00135,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147735191&doi=10.1109%2fICDM54844.2022.00135&partnerID=40&md5=83fdca93171aec73e3aa1eaff522d9db,"Mai, Son T. (51663715300); Phi, Ha T. (58096851300); Abubakar, Abdullahi (57214996751); Kilpatrick, Peter (7004923270); Nguyen, Hung Q. V. (58831530300); Vandierendonck, Hans (6602259515)"
2022,Detection of Dengue Disease Empowered with Fused Machine Learning,10.1109/ICCR56254.2022.9996009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146497711&doi=10.1109%2fICCR56254.2022.9996009&partnerID=40&md5=1a26ccebcdd560258015fece8670eae5,"Al Nasar, Mohammad Rustom (49962898700); Nasir, Iftikhar (57220188741); Mohamed, Tamer (56974109900); Elmitwally, Nouh Sabri (57209421201); Al-Sakhnini, Mahmoud M. (58038855100); Asgher, Tayba (57670104900)"
2022,Identification of Vector Borne Disease Spread Using Big Data Analysis,10.1109/SMARTGENCON56628.2022.10083613,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153679371&doi=10.1109%2fSMARTGENCON56628.2022.10083613&partnerID=40&md5=0ac04fc55df33b0825e0abebf159579e,"Ingle, D.R. (55446424300); Waghmare, Samirkumar R. (58198169200); Patil, Vijaykumar (57218551260); Chavan, Sandip (58198109800)"
2022,Predicting Dengue Outbreaks with Explainable Machine Learning,10.1109/CCGrid54584.2022.00114,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135750144&doi=10.1109%2fCCGrid54584.2022.00114&partnerID=40&md5=d2f62e3eafe4e8235eeb0f8614705b4f,"Aleixo, Robson (57837916100); Kon, Fabio (6602156198); Rocha, Rudi (56038032600); Camargo, Marcela Santos (57838375700); De Camargo, Raphael Y. (13105073800)"
2022,Prediction of Dengue using Machine Learning Algorithms: Case Study Dhaka,10.1109/ICECTE57896.2022.10114535,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160214228&doi=10.1109%2fICECTE57896.2022.10114535&partnerID=40&md5=c704f9ead3f6553e65cef79b07805d19,"Sarwar, Md. Toyhid (58288430500); Al Mamun, Md. (59483277800)"
2021,A deep learning-based dengue mosquito detection method using faster r-cnn and image processing techniques,10.33166/AETiC.2021.03.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110498409&doi=10.33166%2fAETiC.2021.03.002&partnerID=40&md5=f8f6878dbcadcb19b0981be3477f2ffb,"Siddiqua, Rumali (57219985682); Rahman, Shakila (57218573687); Uddin, Jia (54994936900)"
2021,"Analysis of climate factors and dengue incidence in the metropolitan region of Rio de Janeiro, Brazil",10.1371/journal.pone.0251403,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106029853&doi=10.1371%2fjournal.pone.0251403&partnerID=40&md5=c73996828670e439e09aae1ad9d05ec6,"Xavier, Leandro Layter (57209326783); Honório, Nildimar Alves (6602344881); Pessanha, José Francisco Moreira (18038433000); Peiter, Paulo César (17135582300)"
2021,Association of a Network of Immunologic Response and Clinical Features With the Functional Recovery From Crotalinae Snakebite Envenoming,10.3389/fimmu.2021.628113,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103308190&doi=10.3389%2ffimmu.2021.628113&partnerID=40&md5=a62f69d27307a6829cd7d719ecc247f7,"Gerardo, Charles J. (6508067425); Silvius, Elizabeth (57205570771); Schobel, Seth (57203879182); Eppensteiner, John C. (57200596153); McGowan, Lauren M. (57222585044); Elster, Eric A. (6701712470); Kirk, Allan D. (7102479359); Limkakeng, Alexander T. (6505759590)"
2021,Early hematological parameters as predictors for outcomes in children with dengue in Northern India: A retrospective analysis,10.1590/0037-8682-0519-2020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099960265&doi=10.1590%2f0037-8682-0519-2020&partnerID=40&md5=bd70069e336e31bbae532b63f3e7271d,"Nandwani, Sumi (55745203700); Bhakhri, Bhanu Kiran (36466214200); Singh, Nupur (57221731749); Rai, Ruchi (24402017800); Singh, Dharmender Kumar (57221728820)"
2021,Fluid requirement in adult dengue haemorrhagic fever patients during the critical phase of the illness: an observational study,10.1186/s12879-021-05971-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103197815&doi=10.1186%2fs12879-021-05971-6&partnerID=40&md5=31ed3ef0185d7eba3c2a68b3c4101012,"Madanayake, Pmw (57222550362); Jayawardena, Aeu (57222551543); Wijekoon, S.L. (57218361415); Perera, N. (56567757700); Wanigasuriya, Jkp (15023638700)"
2021,Identification of the high-risk area for schistosomiasis transmission in China based on information value and machine learning: a newly data-driven modeling attempt,10.1186/s40249-021-00874-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109695834&doi=10.1186%2fs40249-021-00874-9&partnerID=40&md5=d1adc82ad1d0ad1464bcc0eaeab5ba1b,"Gong, Yan-Feng (57222716739); Zhu, Ling-Qian (57216361828); Li, Yin-Long (57208761735); Zhang, Li-Juan (55917753900); Xue, Jing-Bo (57191156611); Xia, Shang (36728593100); Lv, Shan (22938176500); Xu, Jing (57095181500); Li, Shi-Zhu (26641946500)"
2021,Infestation risk of the intermediate snail host of Schistosoma japonicum in the Yangtze River Basin: improved results by spatial reassessment and a random forest approach,10.1186/s40249-021-00852-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106664868&doi=10.1186%2fs40249-021-00852-1&partnerID=40&md5=06ce6ff9dee6f7d788695bc83d62fe48,"Zheng, Jin-Xin (57194709158); Xia, Shang (36728593100); Lv, Shan (22938176500); Zhang, Yi (35560279500); Bergquist, Robert (6604000489); Zhou, Xiao-Nong (8967873100)"
2021,"Interleukin-13 rs1800925/-1112C/T promoter single nucleotide polymorphism variant linked to anti-schistosomiasis in adult males in Murehwa District, Zimbabwe",10.1371/journal.pone.0252220,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106764136&doi=10.1371%2fjournal.pone.0252220&partnerID=40&md5=3a172ab5e2ac0c60485e0828755b5018,"Choto, Emilia T. (57208563512); Mduluza, Takafira (6602818648); Chimbari, Moses J. (6603694073)"
2021,"Loss of binding antibodies against rabies in a vaccinated dog population in Flores Island, Indonesia",10.1371/journal.pntd.0009688,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116853639&doi=10.1371%2fjournal.pntd.0009688&partnerID=40&md5=1006df354b1db6942c19574066073073,"Wera, Ewaldus (56028881100); Warembourg, Charlotte (57216280623); Bulu, Petrus M. (56550018900); Siko, Maria M. (57192364812); Dürr, Salome (57206508592)"
2021,Renal function in children infected with Schistosoma haematobium: a case–control study of an endemic Ghanaian community,10.1007/s12639-020-01313-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096182147&doi=10.1007%2fs12639-020-01313-6&partnerID=40&md5=dc59ec468221cb8783bdeb5bf78c2aca,"Ephraim, Richard K. D. (26664509500); Brenyah, Ruth C. (55748883800); Adoba, Prince (56663262500); Agbodjakey, Hope (56663208600); Allotey, Larissa E. (57219938793); Korang, Patrick (57219939523); Duah, Evans (56354673500); Bogoch, Isaac (6506268396); Abaka-Yawson, Albert (57210979446); Hotorvi, Christian (57217676329); Kwadzokpui, Precious Kwablah (57216185092)"
2021,A probe into performance analysis of real-time forecasting of endemic infectious diseases using machine learning and deep learning algorithms,10.1007/978-981-16-0538-3_12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105085458&doi=10.1007%2f978-981-16-0538-3_12&partnerID=40&md5=9f4fba89279e5f4dcded1766e4b438f4,"Pandey, Manish Kumar (57212154057); Srivastava, Prashant K. (23490592400)"
2021,A Deep Learning Approach for Dengue Tweet Classification,10.1109/ICIRCA51532.2021.9544862,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116942156&doi=10.1109%2fICIRCA51532.2021.9544862&partnerID=40&md5=25377e7cdad87d4e0d570226ac375f33,"Bharambe, Asha (56826184500); Chandorkar, Akshaya Arun (57291735600); Kalbande, Dhanajay (36600660500)"
2021,A Machine Learning Approach for Predicting Dengue Outbreak,10.1109/ICAC3N53548.2021.9725539,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126949184&doi=10.1109%2fICAC3N53548.2021.9725539&partnerID=40&md5=0c0c117073b598f828a185bebef126c2,"Kaur, Lovjot (58434491300); Bhatia, Rajesh (13406562100); Nagpal, Shweta (57546741100)"
2021,COMPOUND SCREENING WITH DEEP LEARNING FOR NEGLECTED DISEASES: LEISHMANIASIS,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164027341&partnerID=40&md5=ebcb972ce5b5b6ab23e70d2d053a8c8e,"Smith, Jonathan (59042281300); Xu, Hao (57217124698); Li, Xinran (56624269000); Yang, Laurence (55732944400); Gutierrez, Jahir M. (57348576700)"
2021,Deep Learning-Based Severe Dengue Prognosis Using Human Genome Data with Novel Feature Selection Method,10.1007/978-981-15-4409-5_43,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096467069&doi=10.1007%2f978-981-15-4409-5_43&partnerID=40&md5=378632aff189517a985f428f4f21b29d,"Shukla, Aasheesh (35767086300); Goyal, Vishal (57196964308)"
2021,Forecasting Dengue Fever Using Machine Learning Regression Techniques,10.1109/ICICS52457.2021.9464619,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113828603&doi=10.1109%2fICICS52457.2021.9464619&partnerID=40&md5=d30b65e2442e86b3487276be46054488,"Baker, Qanita Bani (57040978600); Faraj, Dalya (57238835600); Alguzo, Alanoud (57238426500)"
2021,Inference and Learning Methodology of Belief Rule Based Expert System to Assess Chikungunya,10.1007/978-3-030-82269-9_1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113583182&doi=10.1007%2f978-3-030-82269-9_1&partnerID=40&md5=c15d61c9f4640ba73e78ff7a883c9348,"Sultana, Zinnia (55490548600); Nahar, Lutfun (57213768382); Basnin, Nanziba (57221115950); Hossain, Mohammad Shahadat (55871122455)"
2021,MACHINE LEARNING TECHNIQUES USING ENVIROMENTAL DATA FROM REMOTE SENSING APPLIED TO MODELING DENGUE RISK IN BRAZIL,10.1109/IGARSS47720.2021.9554704,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129858458&doi=10.1109%2fIGARSS47720.2021.9554704&partnerID=40&md5=89205d3b6639adb403147779fbbf4c73,"Bauxell, Joaquim (57678238000); Vall-Llossera, Mercè (6602926234); Gurgel, Hellen (58491877900)"
2021,Mobile Medical Assistant and Analytical System for Dengue Patients,10.1109/ICAC54203.2021.9671097,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125017771&doi=10.1109%2fICAC54203.2021.9671097&partnerID=40&md5=0a8fcb0ee425b12cf4a83dd8cd8f8d9f,"Jayampathi, K.T.K. (57461917400); Jananjaya, M.A.C. (57461068000); Fernando, E.P.C. (57460924600); Liyanage, Y.A. (57461068100); Pemadasa, M.G.N.M. (57208548330); Gunarathne, G.W.D.A. (57217250032)"
2021,Time Series Clustering to Improve Dengue Cases Forecasting with Deep Learning,10.1109/CLEI53233.2021.9640130,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123839702&doi=10.1109%2fCLEI53233.2021.9640130&partnerID=40&md5=018d4a58f3ba634f160d4a62f37906b3,"Bogado, J.V. (58105348500); Stalder, D.H. (55612170900); Schaerer, C.E. (15027359800); Gómez -Guerrero, S. (57210599466)"
2021,Which Machine Learning method for outbreaks predictions?,10.1109/CCWC51732.2021.9376061,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103460089&doi=10.1109%2fCCWC51732.2021.9376061&partnerID=40&md5=0adec42253db44c0cca52873cd395934,"Bokonda, Patrick Loola (57211443442); Ouazzani-Touhami, Khadija (57211442130); Souissi, Nissrine (6602765271)"
2020,Data-driven neural network model for early self-diagnosis of dengue symptoms,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101343029&partnerID=40&md5=df9fdbabf56aee388e69a577007825ab,"HUSIN, NOR AZURA (25825147600); BAHARI, NURUL IMAN SAIFUL (56337833100); HAMDAN, HAZLINA (36632085100); ARIFFIN, NOOR AFIZA MOHD (55349248100); ARIS, TEH NORANIS MOHD (36760402900)"
2020,Development of hybrid model for improving the prediction of dengue-human protein interaction for anti-viral drug discovery,10.1504/IJIIDS.2020.109470,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091884645&doi=10.1504%2fIJIIDS.2020.109470&partnerID=40&md5=f4b6d94e0f817ab92890fe8a0acfa951,"Revathy, R. (57200533425); Jainul Fathima, A. (57202154599); Balamurali, S. (6602154096); Murugaboopathi, G. (57197765333)"
2020,Forecast of dengue cases in 20 chinese cities based on the deep learning method,10.3390/ijerph17020453,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077866061&doi=10.3390%2fijerph17020453&partnerID=40&md5=cc55eb4f66c249b8642041dcdfed088f,"Xu, Jiucheng (55583682300); Xu, Keqiang (57206271185); Li, Zhichao (57191704868); Meng, Fengxia (24463308900); Tu, Taotian (57213596662); Xu, Lei (56673137100); Liu, Qiyong (55616174300)"
2020,Lstm-Rnn Based Approach for Prediction of Dengue Cases in India,10.18280/isi.250306,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089163705&doi=10.18280%2fisi.250306&partnerID=40&md5=7b1300fde04745ac6128de44cce74613,"Doni, Anjelus Ronald (57189592104); Sasipraba, Thankappan (37011540300)"
2020,Predicting the misconception of dengue disease based on the awareness survey,10.11591/eei.v9i4.2390,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085627372&doi=10.11591%2feei.v9i4.2390&partnerID=40&md5=adbd7d37b959d59c5b92595990f804b5,"Kamarudin, Abrar Noor Akramin (57196374882); Zainol, Zurinahni (12144032400); Kassim, Nur Faeza Abu (55027223900)"
2020,An online learning approach for dengue fever classification,10.1109/CBMS49503.2020.00038,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091152400&doi=10.1109%2fCBMS49503.2020.00038&partnerID=40&md5=aaba50351bc7bbb69e2f8e82c4934a45,"Srivastava, Siddharth (57844854200); Soman, Sumit (55613386300); Rai, Astha (57193613075); Cheema, Amarjeet Singh (56450396800)"
2020,Convolutional neural network u-net for trypanosoma cruzi segmentation,10.1007/978-3-030-43364-2_11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082474723&doi=10.1007%2f978-3-030-43364-2_11&partnerID=40&md5=7c3d48866fa0ae50df697ab2cd8404d1,"Ojeda-Pat, Allan (57215965022); Martin-Gonzalez, Anabel (35318178500); Soberanis-Mukul, Roger (55845113600)"
2020,Dengue Prediction using Machine Learning Algorithms,10.1109/R10-HTC49770.2020.9357035,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102047453&doi=10.1109%2fR10-HTC49770.2020.9357035&partnerID=40&md5=648a9c0fa5c1fae56a5398fe7502fe40,"Sarma, Dhiman (57202219551); Hossain, Sohrab (35955923900); Mittra, Tanni (56524560800); Bhuiya, Md. Abdul Motaleb (57222254279); Saha, Ishita (57219282669); Chakma, Ravina (57217280860)"
2020,Enhance computing performance through deep learning and blockchain integration for public health problems,10.1109/IBIOMED50285.2020.9487632,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112590469&doi=10.1109%2fIBIOMED50285.2020.9487632&partnerID=40&md5=1bc096f73eb0eccb28af4d109d03e836,"Purnomo, Mauridhi H (6602604153); Fahruzi, Iman (57204718675); Anggraeni, Wiwik (55876734400)"
2020,Model identification for prediction of dengue fever disease spreading using Bat Algorithm and backpropagation,10.1088/1742-6596/1494/1/012002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086360117&doi=10.1088%2f1742-6596%2f1494%2f1%2f012002&partnerID=40&md5=5789c0aae4d966b6edc96041b5bc343d,"Damayanti, A. (56023999600); Hidayati, N.L. (58427202500); Pratiwi, A.B. (57193878663)"
2020,Performance evaluation of classifiers for predicting infection cases of dengue virus based on clinical diagnosis criteria,10.1109/IES50839.2020.9231728,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096757342&doi=10.1109%2fIES50839.2020.9231728&partnerID=40&md5=d04de86831b8183dbef2891ada6ac6de,"Fahmi, Amiq (57211503475); Purwitasari, Diana (23493277700); Sumpeno, Surya (42462707300); Purnomo, Mauridhi Hery (6602604153)"
2020,Prediction for Dengue Fever in Indonesia Using Neural Network and Regression Method,10.1088/1742-6596/1566/1/012019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087765306&doi=10.1088%2f1742-6596%2f1566%2f1%2f012019&partnerID=40&md5=b31ae4ffaa430766f4a0caae7c910510,"Harumy, T.H.F. (57189241356); Chan, H.Y. (57217873676); Sodhy, G.C. (6506466721)"
2020,Prediction of Dengue Fever Outbreak Based on Climate Factors Using Fuzzy-Logistic Regression,10.1109/ISITIA49792.2020.9163708,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091709223&doi=10.1109%2fISITIA49792.2020.9163708&partnerID=40&md5=ba7570c151e99dd5d964bd86226b0c8d,"Anggraeni, Wiwik (55876734400); Sumpeno, Surya (42462707300); Yuniarno, Eko Mulyanto (56968173800); Rachmadi, Reza Fuad (57192980983); Gumelar, Agustinus Bimo (57208230337); Purnomo, Mauridhi H. (6602604153)"
2020,Rabies outbreak prediction using deep learning with long short-term memory,10.1007/978-3-030-33582-3_32,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077782766&doi=10.1007%2f978-3-030-33582-3_32&partnerID=40&md5=30e073e61bda576ba59caf899d4885df,"Saleh, Abdulrazak Yahya (55616317400); Medang, Shahrulnizam Anak (57213351117); Ibrahim, Ashraf Osman (55858232900)"
2020,Role of Data Mining techniques and MCDM model in detection and severity monitoring to serve as precautionary methodologies against 'Dengue',10.1109/ICCSEA49143.2020.9132879,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089777173&doi=10.1109%2fICCSEA49143.2020.9132879&partnerID=40&md5=1c988341c5963aee55ec81dbb3279768,"Addy, Madhumita (57217286530); Chaudhuri, Avijit Kumar (57203924579); Das, Anirban (57214490490)"
2020,Schistoscope: Smartphone versus Raspberry Pi based low-cost diagnostic device for urinary Schistosomiasis,10.1109/GHTC46280.2020.9342871,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095983663&doi=10.1109%2fGHTC46280.2020.9342871&partnerID=40&md5=b2a1167999b5014c4323171458517269,"Carel Diehl, Jan (7102398256); Oyibo, Prosper (57222073176); Agbana, Temitope (56611914800); Jujjavarapu, Satyajith (57222067729); Van, G-Young (57216161386); Vdovin, Gleb (35569820200); Oyibo, Wellington (56350018500)"
2020,Study of K-Means Clustering Algorithm for Identification of Dengue Fever Hotspots,10.1007/978-981-15-1420-3_6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085515310&doi=10.1007%2f978-981-15-1420-3_6&partnerID=40&md5=db6cac76b114912856101fe4cf16b43e,"Siringi, Nikhita (57202432042); Mala, Shuchi (57194570398); Rawat, Ashok (57197269344)"
2019,An intelligent system to diagnose Chikungunya under uncertainty,10.22667/JOWUA.2019.06.30.037,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074814452&doi=10.22667%2fJOWUA.2019.06.30.037&partnerID=40&md5=3c342b1ff1378e5351b5c9200307c0b8,"Hossain, Mohammad Shahadat (55871122455); Sultana, Zinnia (55490548600); Nahar, Lutfun (57213768382); Andersson, Karl (7402136130)"
2019,Machine learning for dengue outbreak prediction: A performance evaluation of different prominent classifiers,10.31449/inf.v43i1.1548,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077159756&doi=10.31449%2finf.v43i1.1548&partnerID=40&md5=485b21e37d28ffa231281c63cc6941b6,"Iqbal, Naiyar (57210898283); Islam, Mohammad (57263730600)"
2019,Mapping the baseline prevalence of lymphatic filariasis across Nigeria,10.1186/s13071-019-3682-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072218798&doi=10.1186%2fs13071-019-3682-6&partnerID=40&md5=848df2f29f6c9793ebe9819b443263b1,"Eneanya, Obiora A. (57203910368); Fronterre, Claudio (57202786323); Anagbogu, Ifeoma (26634784400); Okoronkwo, Chukwu (23482129400); Garske, Tini (15135817600); Cano, Jorge (7201865982); Donnelly, Christl A. (35468127900)"
2019,Medical diagnosis using machine learning,10.5958/0976-5506.2019.00898.2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073039729&doi=10.5958%2f0976-5506.2019.00898.2&partnerID=40&md5=75f9ec8ef05eeb7609806a80fd967fdb,"Kiruba, J. (57200175511); Visalakshi, R. (57211220205); Vaishnavi, A. (55810605300); Ahalya, R. (57211220237); Keerthi, Ra (57211220150)"
2019,Performance evaluation of machine learning algorithms for dengue disease prediction,10.1166/jctn.2019.8570,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078961171&doi=10.1166%2fjctn.2019.8570&partnerID=40&md5=345f99bf37bffab9c0fa8899b1d547e1,"Kannimuthu, S. (37114593300); Bhuvaneshwari, K.S. (57191953272); Bhanu, D. (57191960002); Vaishnavi, A. (55810605300); Ahalya, S. (57214718904)"
2019,Spatiotemporal dengue fever hotspots associated with climatic factors in taiwan including outbreak predictions based on machine-learning,10.4081/gh.2019.771,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074959972&doi=10.4081%2fgh.2019.771&partnerID=40&md5=ff46709c0f61e61a5925d9b83c5a2c78,"Anno, Sumiko (24178818000); Hara, Takeshi (57211769926); Kai, Hiroki (56041120500); Lee, Ming-An (7409102487); Chang, Yi (57300377300); Oyoshi, Kei (55348682300); Mizukami, Yousei (57211767586); Tadono, Takeo (6602942477)"
2019,Timing of Intradermal Rabies Pre-exposure Prophylaxis Injections: Immunological Effect on Vaccination Response,10.1093/milmed/usz048,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076474594&doi=10.1093%2fmilmed%2fusz048&partnerID=40&md5=b93e87b1b56414f0d4fce1279f0c0630,"Van Nieuwenhove, Mathias D. M (57212345765); Damanet, Benjamin (57207926505); Soentjens, Patrick (8640257600)"
2019,Dengue Fever Outbreak Prediction in Surabaya using A Geographically Weighted Regression,10.1109/TIMES-iCON47539.2019.9024438,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082381765&doi=10.1109%2fTIMES-iCON47539.2019.9024438&partnerID=40&md5=2c28ec411b288f220eb7c9df10a2aaa2,"Halim, Siana (23974215900); Octavia, Tanti (57142512500); Felecia (57142548700); Handojo, Andreas (36447305300)"
2019,Dengue Fever Screening Using Vital Signs by Contactless Microwave Radar and Machine Learning,10.1109/SAS.2019.8705968,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065912964&doi=10.1109%2fSAS.2019.8705968&partnerID=40&md5=8f3ca1088ea7ea56f62be665332b7cdd,"Yang, Xiaofeng (57196185658); Kumagai, Koki (57208835504); Sun, Guanghao (54409399600); Ishibashi, Koichiro (35463115200); Hoi, Le Thi (57189223409); Vu Trung, Nguyen (54994169800); Kinh, Nguyen Van (56261103100)"
2019,Design and Implementation of Fuzzy Expert System for Dengue Diagnosis,10.1007/978-981-13-2673-8_1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058271601&doi=10.1007%2f978-981-13-2673-8_1&partnerID=40&md5=838d2cea8f4581a13e87b731cf18a760,"Kasbe, Tanmay (57202983956); Pippal, Ravi Singh (36701790600)"
2019,Diagnosis classification of dengue fever based on Neural Networks and Genetic algorithms,10.1088/1742-6596/1175/1/012065,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067827432&doi=10.1088%2f1742-6596%2f1175%2f1%2f012065&partnerID=40&md5=c288d48f974675bebee57bab64e3aa13,"Adias Sabara, Martselani (57209460271); Somantri, Oman (57208898676); Nurcahyo, Heru (57209454426); Kurnia Achmadi, Nanang (57209460859); Latifah, Ulfatul (57209451210); Harsono (57845126800)"
